Page Views,Session Duration,Time on Page,Previous Visits,Visitor Type
4.0,7.202589800739837,0.8175141664774211,2,Human
40.0,0.5277933258825777,4.861324982811632,1,Bot
10.0,0.7450938920820251,4.073350324386791,3,Human
36.03254483254179,0.2352923957685293,3.547138787669255,0,Bot
33.1417275463214,2.342397516936516,2.321017124726154,0,Bot
2.0,3.403588994755947,10.418201227906575,1,Human
32.5751763360433,0.051953107884028946,5.436138500805841,1,Bot
25.714212217918586,2.873366737641024,2.7814591019817767,1,Bot
5.0,1.2877135707889624,2.2856222453496517,2,Human
4.0,1.0948104546046,1.497354758586835,2,Human
5.0,2.264424263160752,3.948249044666977,0,Human
31.429326953624525,0.868886742813942,3.872918406041956,0,Bot
3.0,0.387384129464579,0.4212503607009368,1,Human
33.39798874467338,0.5935171261563438,2.722904711889088,1,Bot
30.4853877467402,2.96978338141433,2.264894717192551,2,Bot
3.0,1.370277628999542,7.039498417755588,3,Human
4.0,0.8164594712035298,2.252288264698725,0,Human
2.0,0.8117956414057806,2.782074585778001,3,Human
6.0,12.007027844584762,3.4612228227838804,2,Human
7.0,1.1099584840822512,0.5726628571766111,3,Human
3.0,9.535259713462564,0.4731559383436445,1,Human
27.003124885231134,0.2904360646571272,2.625538778803562,3,Bot
32.35734178567998,1.7981020573572335,4.542504434933528,1,Bot
0.0,2.315518252060233,2.7043082732260104,3,Human
3.0,0.7695953003540608,4.189476220984078,1,Human
4.0,1.2475703317295104,1.7455517255003787,4,Human
27.1209087967766,0.7851251900274089,3.5981802443537876,0,Bot
5.0,0.297061892130309,4.97189432427718,1,Human
7.0,0.3888115051072854,7.376043055535941,1,Human
6.0,0.5676620190547181,3.207502056292999,1,Human
26.34816684141432,0.6705899851833239,2.628346307517595,2,Bot
5.0,2.1704935210731087,4.54166267702213,2,Human
6.0,0.6847436377853675,6.241210159947087,2,Human
27.993897640570818,1.4500165040908792,6.885015417952345,1,Bot
30.278624561443472,3.1616749762215917,4.9900354906351145,3,Bot
5.0,3.8689334580452366,1.599033104170741,7,Human
27.682911535937688,2.5041349457440525,2.5576409272250316,1,Bot
6.0,7.73242766844715,8.339263499883572,3,Human
33.92900079325416,2.721985652713184,2.9500024660963793,0,Bot
38.34510762644696,3.486503377622462,2.9081489530204943,0,Bot
9.0,2.6220040705336114,1.787608822557557,2,Human
6.0,0.5513816108452364,10.579070562943803,2,Human
6.0,0.2856965460413616,4.219468464008543,1,Human
6.0,0.8801042320052066,1.1215064993239894,2,Human
4.0,3.859838306084245,3.345964182505623,2,Human
8.0,0.9566052334221544,8.402272183592608,2,Human
29.879374564449982,2.6610618138194018,4.2353509401354374,1,Bot
5.0,1.4019357161176806,1.7507776663082302,3,Human
5.0,9.651241356307136,24.79618220493364,1,Human
36.35777547497079,5.649592072317046,4.675133447726476,2,Bot
1.0,6.7762822969344665,6.47996611116226,2,Human
40.0,0.1743080506673147,4.698039937280289,2,Bot
2.0,0.7261849649759063,8.371822949585,3,Human
3.0,2.707709794002205,2.7656822614507868,2,Human
26.50137246003707,0.232474908390385,2.7293189065212045,0,Bot
9.0,1.4998325728202804,5.935198756536383,2,Human
3.0,1.8115637850745652,4.103969067239065,6,Human
5.0,4.235843279057931,1.9606538296835625,5,Human
6.0,0.7364200836963657,1.579078849879679,0,Human
3.0,5.158650845774077,7.881332997406414,3,Human
1.0,1.273817582509197,3.3990251788969634,0,Human
7.0,0.3587091714799161,4.210922155904473,5,Human
4.0,3.2520444488038933,5.24566006801082,1,Human
8.0,1.873878656951634,0.9622700795345448,3,Human
3.0,5.271130553842595,7.049401948043789,1,Human
2.0,0.6348207634107421,0.7274073949164325,3,Human
34.44815397811718,4.488438228368265,1.6549635081387282,0,Bot
8.0,1.022887032626958,1.864586258447049,1,Human
7.0,2.2527002287576274,9.13028532789846,2,Human
4.0,1.6381162146813129,1.682743855803458,0,Human
7.0,0.7886791569892964,8.616289796604448,2,Human
19.59035296058139,0.6347703513083895,1.6005684406049592,1,Bot
3.0,2.8965053634281586,17.41481752805839,2,Human
4.0,1.072559285437433,2.43255524746992,0,Human
33.48103182406709,1.4565916664303762,2.4939026785209033,0,Bot
10.0,14.337776370996067,1.3123699314888435,1,Human
8.0,0.4455961132849674,2.699797957578128,4,Human
6.0,1.58819500408896,5.570132212931676,3,Human
2.0,4.221243350956893,4.04728022268864,3,Human
37.207843103289505,0.5087927757418879,4.586711617149493,3,Bot
4.0,4.131954158161949,2.6668871448695533,1,Human
1.0,8.13043281405306,1.831149390129782,4,Human
32.88278481527883,4.452817032647493,5.565035615288558,1,Bot
7.0,2.5194362322275543,7.321705643376877,1,Human
25.958508573224243,0.7267637391835735,1.8059110345847793,1,Bot
30.49666152714613,0.1714898149138722,8.137199129843944,0,Bot
5.0,6.0493682908054245,2.4707154583873843,1,Human
21.96258382719386,0.4509261088732207,5.202254587640746,3,Bot
39.54708320235065,0.14962885926925268,2.6454543980148646,1,Bot
25.051975898707095,1.9330078377851705,1.711448153558982,0,Bot
4.0,5.490803443818093,2.553475185048819,3,Human
35.7141140725751,1.5150280856678877,2.843288249315535,0,Bot
32.063904634682494,2.106702271374473,5.638246083396776,0,Bot
37.93008408072676,1.868369946647836,6.110364066242328,2,Bot
8.0,2.3884559427432817,13.10170749883212,3,Human
2.0,9.547362292203726,4.070258709642832,6,Human
7.0,1.9116431137187724,6.911043021114837,2,Human
23.200719295100406,1.09826139730267,2.9416146899439837,1,Bot
3.0,2.2714775513521697,1.3817555645943769,1,Human
4.0,1.6813503760479172,6.823329884363955,1,Human
9.0,5.049429332551725,5.524155266154152,0,Human
5.0,1.270294768929168,1.4770532905622755,2,Human
6.0,0.3016785448761561,12.801470146617769,4,Human
8.0,4.809609401647415,1.9080085391642756,1,Human
30.29104359223,1.8498991906369124,4.831586160419408,0,Bot
7.0,14.3057820844471,6.2977631517046895,3,Human
4.0,1.6857397554121445,3.4780157014833533,5,Human
6.0,3.234061085858742,5.340246996221739,0,Human
6.0,0.5846557706574569,3.276582854840082,2,Human
33.431300951872565,0.558058688555547,4.171330805407032,0,Bot
2.0,0.7015805860141602,2.608252823560937,3,Human
34.24801048510513,2.528845722838106,2.3953219704239768,0,Bot
2.0,0.2005533196310915,7.022030425009571,1,Human
2.0,1.8369664370647167,4.487307677932563,2,Human
4.0,1.4698032227730966,1.3876940514165832,2,Human
9.0,1.6674161179313771,0.6687278024410713,0,Human
5.0,0.4969348901888887,4.296920724399222,2,Human
24.083707436671126,1.4243425048692737,2.4115083440960405,1,Bot
3.0,4.95881035448531,3.58209452856578,3,Human
23.845678417830225,0.06086396183994254,1.8944337720868547,0,Bot
24.467370456291647,1.1383908344384663,1.3435612505204442,1,Bot
27.896773386173205,0.571938473951702,3.7085568469407044,1,Bot
6.0,1.7087384404154853,4.281419172824501,3,Human
8.0,4.265935614346391,1.371588472430839,3,Human
28.815906966299956,0.03680168916540005,2.5718655328562847,0,Bot
7.0,3.4920747163846384,2.0262979872128013,1,Human
4.0,0.4324371571693925,1.3983576176714627,2,Human
32.94158603242288,1.3734034299838318,3.3110658359355307,0,Bot
24.96991309250149,1.2517458559648178,2.2854325074877706,0,Bot
6.0,5.343081307035121,6.820577613921636,0,Human
4.0,0.5989149202624441,3.55012092551908,1,Human
31.218436057459563,0.3307306906448056,5.2371273690819535,2,Bot
26.083733538318814,1.34217099901772,1.754599763280017,0,Bot
2.0,1.1940629853416391,2.1785131183144717,1,Human
5.0,4.7178961341020855,0.7730914996292921,4,Human
27.959623134892244,2.1351683813684184,4.084156678126411,1,Bot
21.375410837434835,0.1670128995163253,7.761748504391319,1,Bot
27.923560430495993,1.420019300136812,1.2775361113166028,1,Bot
3.0,0.1623338841851966,6.864425429830489,5,Human
3.0,0.6254453215971385,6.812315073826588,1,Human
4.0,2.4512136405304394,3.805517302062479,2,Human
2.0,0.6281430346806074,11.611789485398887,3,Human
37.25571803897521,0.2474255590198859,5.694120698786001,0,Bot
23.998517964721117,2.469181998879371,4.491441005880772,1,Bot
0.0,0.8700920309784871,0.2661016717244857,1,Human
4.0,1.8926018888608171,3.1033895265566587,0,Human
11.0,9.644907403180731,3.7078900587080064,2,Human
5.0,4.334574492637506,3.831937970323239,4,Human
6.0,0.1298561157860261,7.932359789422225,1,Human
3.0,4.683002388354396,2.961305553152313,2,Human
29.11526386252975,2.0110207540195453,1.7378441285981963,1,Bot
8.0,1.6047241115953723,6.630967650916865,2,Human
6.0,2.4470378470532093,2.967770557067128,2,Human
40.0,0.18554774320512346,7.1951287947573,0,Bot
37.737526006650306,1.1969506958404244,3.023519214136821,0,Bot
4.0,5.271743011145087,0.7922270466769912,0,Human
5.0,0.3171852606861381,4.05134011511088,2,Human
6.0,0.599198061652949,2.1228937320552683,2,Human
6.0,12.376748417743828,3.782121988709344,2,Human
23.259072889471433,0.044130098710003056,1.5266489514914519,2,Bot
3.0,1.1629594376820385,3.0343585567347726,3,Human
2.0,6.714373401072154,5.038768765585354,3,Human
8.0,2.498422852206063,1.0710391996741937,0,Human
6.0,0.1930323402653214,7.420902774574396,1,Human
27.348711908137794,1.5327700905297164,3.163122002116557,1,Bot
33.37409746083302,2.629782587521185,4.2527418875897105,1,Bot
27.430665413316532,1.0762360528819508,1.6372636201948223,0,Bot
5.0,0.0412621141609092,0.572741948016439,0,Human
33.837173645764544,1.558701776191244,4.196632117772354,0,Bot
35.01766448946012,1.996956000451087,4.750212602533899,2,Bot
31.634636868820813,0.2825022803053705,1.2342884771859068,0,Bot
5.0,9.575577611358677,0.3111818810332261,0,Human
2.0,0.812009228285819,2.1534145506872133,2,Human
5.0,3.6292789551861424,2.071924676446509,3,Human
4.0,3.3102061587630187,1.339127131483697,0,Human
27.351198981164806,2.1385147690342055,5.776319191372757,0,Bot
3.0,2.3804771772118087,4.87499122304004,3,Human
35.2682089830392,0.17051749093933655,3.0835432578573014,1,Bot
3.0,0.4815688911411418,3.2588878716714285,0,Human
33.226879747925736,0.3068837224671699,1.6054569525236737,1,Bot
30.23490296882371,1.5949255331162457,4.026465417747987,1,Bot
7.0,0.2828844223617854,1.8820089355136649,2,Human
3.0,6.191545676399855,1.1604732458097509,2,Human
4.0,8.656566239161766,5.282715297682862,2,Human
24.991899950525422,1.887221450279832,4.645369076023496,1,Bot
7.0,1.1740193638504166,3.8801861373947375,1,Human
7.0,0.6726976910626894,3.0685801185004933,1,Human
25.52696348890248,0.7618230895914206,0.9754734088126379,0,Bot
6.0,0.1870529002937989,2.179539054299033,3,Human
5.0,2.4661716819766144,4.027801338903854,2,Human
8.0,1.1015838796582622,2.2705261958393845,5,Human
36.72710023077489,1.0641728863006745,1.6895811268712762,0,Bot
5.0,1.666169817640769,2.892379177669239,1,Human
1.0,0.6906158132517364,2.280971104282326,2,Human
4.0,8.086699693968997,2.403570356656661,5,Human
24.354741143913856,1.1230340328371808,3.0574499118726703,1,Bot
35.838910308299035,4.359406162201104,3.0106134680634216,0,Bot
3.0,1.5335725490526284,4.474073839817083,2,Human
29.04830660958196,2.2802926933430165,1.8368084418698347,2,Bot
27.82751886283842,4.932328425225931,5.569645213835088,2,Bot
28.32107650354936,0.6289303722524986,3.9933920577523647,0,Bot
1.0,8.211679301775632,5.907398497331482,0,Human
4.0,0.649359125325723,5.925250856293372,0,Human
5.0,0.1543347273419002,1.635528334922188,1,Human
1.0,4.885127947555228,1.9040839024838965,3,Human
5.0,5.2090965913875245,2.9079529918816545,2,Human
7.0,0.2123997359101888,2.617454852588546,2,Human
26.594741712625595,2.4255816251059557,2.053347224892822,1,Bot
4.0,10.111340253657554,4.384028095090415,2,Human
4.0,10.473288301572392,3.100182589977013,3,Human
5.0,0.418439201342019,6.582763687438805,1,Human
4.0,1.826999400031505,3.9317844808561193,1,Human
6.0,2.386999246664158,7.80593283700377,1,Human
22.88873145201163,4.640724186080744,2.351369693376533,0,Bot
37.013971554680495,1.2036864966038618,1.6514435520669346,2,Bot
27.895077595898684,0.5813491448292308,5.192361714022616,0,Bot
7.0,1.037346224364969,4.086094249348685,0,Human
6.0,5.096200274185147,5.185204653326355,3,Human
40.0,0.7459213915069051,3.0912594714431005,1,Bot
25.092456744760245,1.7667202081332096,4.590831993064854,1,Bot
29.649171442706766,1.547421172007841,11.12293101062071,1,Bot
6.0,11.335799786061996,2.6288355832381143,3,Human
35.32740187532676,0.32999525250060757,2.735596770895237,2,Bot
3.0,0.1990460306371376,1.4103474653974752,3,Human
5.0,1.554116888462007,8.505160283446262,2,Human
7.0,0.892558861281241,2.79156234241678,2,Human
26.183704217287417,0.46055603791180705,2.5555781398577277,1,Bot
3.0,0.1793975869695548,3.3106595865766284,6,Human
30.062962003908975,1.374185025841579,3.3668000106800533,0,Bot
4.0,0.8034366278690961,3.7458687552538175,2,Human
7.0,5.884660329355114,9.217138901359004,3,Human
3.0,10.731165790327411,2.152462892897565,0,Human
6.0,4.322987661505055,2.438211663521108,5,Human
4.0,5.612043618969078,5.586321743202042,3,Human
2.0,0.4901590686854686,7.447491568124556,1,Human
26.996806550405974,7.448205618868187,2.623074137074983,0,Bot
39.157293829271765,2.8947214686636755,3.010217125714629,2,Bot
3.0,0.1408095076667976,2.197346548243608,3,Human
9.0,2.191971153262044,5.958808885206228,2,Human
34.06754818000319,1.5531093822971893,4.515686019727162,0,Bot
26.998915614206027,3.9725885264237553,2.8490950347836854,1,Bot
5.0,9.568020553552232,5.221372646999953,1,Human
4.0,1.2006080766715876,9.049868247078232,0,Human
5.0,6.1477924497557845,0.8953311956935521,4,Human
25.920948575172808,1.0448113649091946,14.403720704991938,1,Bot
26.108476372988438,0.6026366931013775,3.5344300321508513,3,Bot
2.0,2.69274140289745,4.986406656780514,1,Human
3.0,9.721491939905285,2.23754830167461,1,Human
10.0,0.6730855023254076,0.7367129683311955,7,Human
26.131054004482134,2.8625061336552475,1.4195609889809633,2,Bot
3.0,0.7348541198995853,5.21866899447552,1,Human
1.0,3.756565438361616,4.4364315220947885,0,Human
11.0,1.8417233769120311,0.708657769341896,0,Human
17.88060336685522,2.1123948618385766,2.187640190070319,0,Bot
6.0,0.26770299739031,5.051853565517356,2,Human
1.0,0.7129466824594424,11.308615978491162,2,Human
33.541782236496765,3.8246550632281524,6.293038295253098,2,Bot
4.0,0.1723732539890479,11.676196099939604,0,Human
3.0,2.326370097425279,3.631839260832269,4,Human
26.48411787437056,1.4369408438680709,1.1719278128173038,2,Bot
37.51699150883575,1.2791876331344174,2.746219413518578,0,Bot
7.0,5.984353420234602,2.255782293121435,2,Human
27.55280278740889,2.3693247368592774,3.954136544888473,2,Bot
3.0,7.862823832656829,2.182729277092736,5,Human
10.0,6.246233022988854,1.756233586722795,0,Human
8.0,8.20759078048755,3.898192482349903,1,Human
5.0,1.7878187921382305,9.227409198604729,2,Human
3.0,0.1841144544765073,4.225225030189277,2,Human
31.672283949935125,3.6833396900686166,5.022373252650146,0,Bot
19.00597021689959,0.7131187912493482,3.191165264094617,1,Bot
27.41977635891313,2.013429035666552,2.7104697787765946,0,Bot
9.0,0.3196720025843135,2.458751805759717,2,Human
27.60412881077355,4.619256959240749,5.648930352537538,1,Bot
4.0,0.5695706198025619,8.308488578131598,2,Human
6.0,0.8941673264414414,4.770245175706212,5,Human
3.0,3.6674559313233335,4.517620226187543,1,Human
34.86277224813365,0.8015972209434284,4.762379119683877,1,Bot
6.0,2.575689107078824,2.1329603829433568,0,Human
5.0,3.3160054602662834,2.1591737924204684,0,Human
40.0,1.4154450075426903,9.154653797751548,0,Bot
7.0,3.574783945322336,2.3827832972938765,3,Human
1.0,0.8737839217893425,0.5560331412113799,1,Human
8.0,4.19752733744602,1.6998411911116889,1,Human
4.0,1.6088309835866306,1.436848945773108,2,Human
3.0,0.8988135575040241,6.165049455282938,3,Human
1.0,1.967942598993163,12.521117904087552,3,Human
28.286562029598258,0.8144672081772699,3.8514698082433187,0,Bot
31.252464251729382,2.3593797527607077,3.405807693046857,2,Bot
31.448874284482066,2.813336441646111,2.361255716192525,0,Bot
6.0,1.53066982811112,9.695354592547986,6,Human
29.080083318236603,1.642725720561704,3.9441942492156894,0,Bot
5.0,3.2085207274542453,4.476904277998059,2,Human
8.0,0.293546152946259,0.7604464608256516,2,Human
34.15167908272123,0.3488773409782476,5.245191208759527,1,Bot
8.0,7.61060227107874,3.676773623435404,0,Human
24.61127611035347,0.21388092278387372,1.8750976500889163,1,Bot
3.0,2.5121929132307628,0.2306165084993108,3,Human
26.13587392731214,6.225597450008411,2.0185962178445838,2,Bot
25.120633735113337,1.5685006012347678,1.6092264544217536,1,Bot
26.23131917821255,0.09882599778860138,5.964536416447365,3,Bot
31.383453996650097,1.6741102118531048,2.918778737934766,0,Bot
6.0,1.1360545921244882,2.23687957841832,1,Human
8.0,4.472669064222788,3.3284517195041614,3,Human
26.461652671906094,4.3118930603080665,3.23746211389371,2,Bot
9.0,4.604524211552839,3.8198289160750103,2,Human
1.0,0.0139659066271273,5.755733747613868,4,Human
4.0,5.772765107743217,2.8243029085067195,1,Human
4.0,15.049713300643354,2.8738706829314733,1,Human
37.51178526048014,0.7312976661739705,2.507891129799207,1,Bot
4.0,0.0380177147540636,1.3062444718778896,3,Human
4.0,1.6498141488048312,12.396537655701664,1,Human
6.0,1.496445040036845,2.4478074759787143,4,Human
2.0,6.9743116935396365,4.258929191120856,2,Human
6.0,7.391022686603473,15.11562813900987,0,Human
28.44866621703272,0.7841120849682921,5.266308700921956,0,Bot
37.200586077247365,1.8422218156342205,6.587159022750585,0,Bot
5.0,4.268028043371605,6.247581499411092,2,Human
3.0,0.168250015613305,6.408842254695235,3,Human
29.075489317785056,2.139788201231888,4.610822382783127,1,Bot
29.904918960486555,0.07366073610310624,3.25760645445983,1,Bot
4.0,1.128034494037654,1.7971743787890324,1,Human
5.0,1.5846152989114612,3.1345557494421143,3,Human
6.0,0.3906179437639152,6.874374409548042,2,Human
4.0,0.2194361068121791,3.135185865753686,3,Human
5.0,5.4227357999133305,3.2172057290070986,0,Human
5.0,4.060446516883381,7.458477656852098,5,Human
7.0,4.159065239634054,3.1870033168628065,3,Human
9.0,0.9286719465739894,1.9351141551411608,4,Human
8.0,2.2478775219384444,5.649883601892057,3,Human
28.650625323533145,3.2195856378034966,3.562655627108681,2,Bot
2.0,8.414388174881225,1.4908518168339564,0,Human
6.0,1.4912355270611637,2.050625649994679,3,Human
2.0,0.8916407116196602,8.271883473370696,6,Human
34.35562351715846,3.6903021741469035,4.243344453952992,3,Bot
34.10951252187612,0.3992861095103158,4.499725636487037,1,Bot
8.0,7.591840347948247,2.4235521090349783,4,Human
32.73548690585019,0.14390272146325966,5.043842449466595,1,Bot
30.48838049274416,9.69652653072047,1.5976437795724947,2,Bot
25.872514016037442,2.186722545752177,2.9712480957521743,0,Bot
5.0,1.9495580162309407,2.1192714722548773,1,Human
25.46218168979201,0.20715898238867897,1.4149187908010492,1,Bot
6.0,5.6798275382905,4.999269262996467,1,Human
5.0,3.9042703684723534,0.8313538157920174,7,Human
4.0,2.612410157572594,7.552043427418957,3,Human
31.920327244696537,1.1948910595855644,6.100762668121837,3,Bot
5.0,3.0915598493239616,7.594405146339999,1,Human
9.0,3.4203038692665224,4.9731416435114655,0,Human
27.386384897404803,6.275265571920649,2.4720480170341332,1,Bot
1.0,5.96391322297327,1.722790675067503,3,Human
33.40750348686312,1.4818601554042714,5.531155417005176,0,Bot
8.0,1.3352594426540458,1.286938453871138,1,Human
39.328872555723784,4.0636658187358226,3.432111808367318,1,Bot
4.0,0.8714526225525071,2.046011281918421,1,Human
31.29861250860741,2.065111267127418,4.185283379098877,2,Bot
21.936420644051744,5.235538332447438,4.794154472211975,0,Bot
8.0,1.5359753165747696,2.3904258328412658,3,Human
7.0,1.848926435054092,4.978849659623314,1,Human
3.0,9.191544926555451,1.4194647546189094,3,Human
8.0,3.435195426070961,0.6726722620124919,4,Human
33.75966516343387,5.516762410803933,3.7526818770042367,0,Bot
3.0,3.074297152821572,4.61783193214629,1,Human
9.0,0.653868245692027,4.563618803865816,2,Human
7.0,4.034512070214015,1.1898351192513972,2,Human
6.0,0.3584024886992348,0.8281453158659307,3,Human
1.0,2.2723828292867188,0.3293274086532288,1,Human
34.678391965737305,0.7097119801597861,4.632933815418757,1,Bot
5.0,3.8059503767009946,7.754137658358261,3,Human
5.0,4.838723791718916,1.0631686246859626,2,Human
4.0,0.2250501174521088,2.2451111665217853,2,Human
24.93584439832788,1.586343365757859,2.1051966963446347,1,Bot
3.0,2.228815232147253,2.8908946821144554,2,Human
2.0,4.153207760655973,3.5498083436792056,4,Human
29.7614432192901,0.14714715699226008,2.719312244242199,0,Bot
6.0,0.0112563754111372,5.900334030844856,2,Human
6.0,2.340311001166423,0.2255832151814558,2,Human
7.0,3.0884077591452272,5.3132314837380665,4,Human
2.0,1.8716200939376255,1.5593810493571958,0,Human
4.0,5.815812684191132,0.157287942559936,3,Human
3.0,0.6748598698830647,3.785419929918918,2,Human
30.065009459389536,4.215938201916679,3.8929744395392007,1,Bot
2.0,4.432727049808145,2.338076626417194,0,Human
5.0,4.244228025902186,0.6689786983316508,1,Human
3.0,0.9258412815959643,4.468892583103252,1,Human
25.459879622393945,1.2041219438700927,1.2177957356954177,2,Bot
31.04191403973776,7.117997798463182,2.6393229143337478,0,Bot
19.874287066711965,2.5186234492962027,5.92358349927969,0,Bot
26.20433669223151,0.8496008524262127,4.914940004747925,4,Bot
10.0,4.916041506817629,11.270448577178929,2,Human
4.0,2.8297739361641376,3.644371364626043,2,Human
5.0,0.8662644729366655,9.447177491209148,1,Human
33.29272136336415,1.2746196880878522,2.159107650875757,1,Bot
4.0,2.110300017323052,0.934272680448544,2,Human
4.0,0.7357240851133215,2.4981289812344825,3,Human
5.0,1.2203667720661708,1.4349353006414245,0,Human
3.0,3.4580304004156903,4.8804861147238165,2,Human
2.0,11.341371390634006,2.4584198048607826,1,Human
4.0,0.20683532727819,5.694481363327313,2,Human
4.0,6.708671157209275,2.245409438073943,2,Human
28.494481522053555,0.06226423304723896,3.0284080946015512,0,Bot
5.0,2.210808481371458,0.7451192431403383,2,Human
4.0,1.7467504838894243,1.2091920868959567,2,Human
29.551321528563868,2.973375849333452,7.216356154941834,1,Bot
10.0,1.664131991635062,3.9128954916570087,2,Human
22.607068771100792,2.639527237294353,2.1901731219477214,2,Bot
35.74636663142838,0.1285930600542531,1.3574672299697534,0,Bot
6.0,2.55448065289306,1.7518109830776452,1,Human
1.0,1.0055807352076287,0.4319418185812458,1,Human
37.39972069445013,1.903491728221744,1.6891328168032484,0,Bot
1.0,0.0288124763615445,9.620062225194912,0,Human
6.0,3.5134637491473244,9.279143822104464,2,Human
4.0,1.418757736089952,2.353450729729418,3,Human
3.0,2.47409326570813,2.251743353465984,2,Human
20.975589496677404,0.2588201781142023,7.361163221294226,0,Bot
6.0,0.4709851555423437,8.16684513504776,2,Human
30.48497982496359,10.278993349414609,1.9122908501585851,1,Bot
5.0,0.8821420445120357,2.009500279895774,0,Human
6.0,1.5526945962252972,1.8448901920669585,1,Human
5.0,3.24916927882742,1.8908188833044035,7,Human
2.0,13.549957836916008,2.800176439852718,4,Human
32.96550628984192,2.9007093979347705,2.2159514909693825,0,Bot
35.285611131094576,2.597805957635778,3.463135426202137,1,Bot
2.0,9.128558726358031,0.8465403052133496,1,Human
3.0,0.2419575224050296,2.638993031698373,2,Human
5.0,3.897514486305838,2.4391818528811617,2,Human
4.0,2.5068342849814638,0.8592429946865676,2,Human
40.0,0.6549982787574946,4.584584110271588,2,Bot
8.0,0.731734727418668,6.717051228805695,5,Human
32.23854280008658,1.6962006741298403,2.5865076267507976,0,Bot
27.115481721687985,3.961213086672902,8.52822840073915,1,Bot
2.0,1.9788666059937192,0.9080014208432062,3,Human
5.0,2.617692748299745,2.3095305538347173,0,Human
35.89648592031913,0.11984780020763171,1.8596607902479754,1,Bot
5.0,0.063746928355616,7.053034390259116,1,Human
35.45753425961231,1.772344565063478,6.310629073886024,1,Bot
5.0,1.1710931324111644,0.2271762181146282,5,Human
