Page Views,Session Duration,Time on Page,Previous Visits,Visitor Type
8,112.4327194170978,0.96227007953454,3,Human
3,316.267833230556,7.04940194804379,1,Human
2,38.0892458046444,0.72740739491643,3,Human
34,269.30629370209556,1.65496350813873,0,Bot
8,61.373221957617595,1.86458625844705,1,Human
7,135.1620137254578,9.13028532789846,2,Human
4,98.2869728808786,1.68274385580346,0,Human
7,47.320749419358,8.61628979660445,2,Human
19,38.0862210785034,1.60056844060496,1,Bot
3,173.7903218056896,17.41481752805839,2,Human
4,64.3535571262458,2.43255524746992,0,Human
33,87.3954999858228,2.4939026785209,0,Bot
10,860.2665822597642,1.31236993148884,1,Human
8,26.7357667970982,2.69979795757813,4,Human
6,95.29170024533761,5.57013221293168,3,Human
2,253.27460105741338,4.04728022268864,3,Human
37,30.527566544513398,4.58671161714949,3,Bot
4,247.917249489717,2.66688714486955,1,Human
1,487.8259688431836,1.83114939012978,4,Human
32,267.1690219588494,5.56503561528856,1,Bot
7,151.166173933653,7.32170564337688,1,Human
25,43.6058243510142,1.80591103458478,1,Bot
30,10.2893888948322,8.13719912984394,0,Bot
5,362.9620974483252,2.47071545838738,1,Human
21,27.0555665323932,5.20225458764075,3,Bot
39,8.977731556155,2.64545439801486,1,Bot
25,115.9804702671102,1.71144815355898,0,Bot
4,329.4482066290854,2.55347518504882,3,Human
35,90.9016851400734,2.84328824931554,0,Bot
32,126.40213628246819,5.63824608339678,0,Bot
37,112.10219679887041,6.11036406624233,2,Bot
8,143.3073565645968,13.10170749883212,3,Human
2,572.8417375322238,4.07025870964283,6,Human
7,114.69858682312619,6.91104302111484,2,Human
23,65.8956838381602,2.94161468994398,1,Bot
3,136.2886530811302,1.38175556459438,1,Human
4,100.8810225628752,6.82332988436396,1,Human
9,302.9657599531032,5.52415526615415,0,Human
5,76.2176861357502,1.47705329056228,2,Human
6,18.1007126925696,12.80147014661777,4,Human
8,288.5765640988452,1.90800853916428,1,Human
30,110.9939514382146,4.83158616041941,0,Bot
7,858.3469250668261,6.29776315170469,3,Human
4,101.1443853247284,3.47801570148335,5,Human
6,194.0436651515244,5.34024699622174,0,Human
6,35.0793462394476,3.27658285484008,2,Human
33,33.483521313333,4.17133080540703,0,Bot
2,42.0948351608496,2.60825282356094,3,Human
34,151.73074337028658,2.39532197042398,0,Bot
2,12.0331991778654,7.02203042500957,1,Human
2,110.2179862238832,4.48730767793256,2,Human
4,88.188193366386,1.38769405141658,2,Human
9,100.0449670758828,0.66872780244107,0,Human
5,29.816093411333398,4.29692072439922,2,Human
24,85.4605502921562,2.41150834409604,1,Bot
3,297.5286212691186,3.58209452856578,3,Human
23,3.6518377103964,1.89443377208685,0,Bot
24,68.30345006630819,1.34356125052044,1,Bot
27,34.316308437102,3.7085568469407,1,Bot
6,102.52430642492939,4.2814191728245,3,Human
8,255.95613686078337,1.37158847243084,3,Human
7,209.5244829830784,2.0262979872128,1,Human
4,25.946229430163402,1.39835761767146,2,Human
32,82.4042057990298,3.31106583593553,0,Bot
24,75.1047513578892,2.28543250748777,0,Bot
6,320.5848784221072,6.82057761392164,0,Human
4,35.9348952157464,3.55012092551908,1,Human
31,19.8438414386886,5.23712736908195,2,Bot
26,80.53025994106319,1.75459976328002,0,Bot
2,71.64377912049841,2.17851311831447,1,Human
5,283.0737680461254,0.77309149962929,4,Human
27,128.1101028821052,4.08415667812641,1,Bot
21,10.0207739709798,7.76174850439132,1,Bot
27,85.2011580082086,1.2775361113166,1,Bot
3,9.740033051112,6.86442542983049,5,Human
3,37.5267192958284,6.81231507382659,1,Human
4,147.0728184318264,3.80551730206248,2,Human
2,37.688582080836596,11.61178948539889,3,Human
37,14.845533541193399,5.694120698786,0,Bot
23,148.1509199327622,4.49144100588077,1,Bot
0,52.205521858709396,0.26610167172449,1,Human
4,113.5561133316492,3.10338952655666,0,Human
11,578.6944441908438,3.70789005870801,2,Human
5,260.0744695582506,3.83193797032324,4,Human
3,280.98014330126404,2.96130555315231,2,Human
29,120.661245241173,1.7378441285982,1,Bot
8,96.2834466957222,6.63096765091686,2,Human
6,146.8222708231926,2.96777055706713,2,Human
40,11.1328645923072,7.1951287947573,0,Bot
37,71.81704175042519,3.02351921413682,0,Bot
4,316.3045806687054,0.79222704667699,0,Human
5,19.0311156411684,4.05134011511088,2,Human
6,35.951883699176996,2.12289373205527,2,Human
6,742.6049050646297,3.78212198870934,2,Human
23,2.6478059226000004,1.52664895149145,2,Bot
3,69.7775662609224,3.03435855673477,3,Human
2,402.862404064329,5.03876876558535,3,Human
8,149.9053711323636,1.07103919967419,0,Human
6,11.5819404159192,7.4209027745744,1,Human
27,91.9662054317832,3.16312200211656,1,Bot
33,157.78695525127083,4.25274188758971,1,Bot
27,64.574163172917,1.63726362019482,0,Bot
5,2.4757268496546003,0.57274194801644,0,Human
33,93.52210657147441,4.19663211777235,0,Bot
35,119.8173600270654,4.7502126025339,2,Bot
31,16.9501368183222,1.23428847718591,0,Bot
5,574.5346566815208,0.31118188103323,0,Human
2,48.7205536971492,2.15341455068721,2,Human
5,217.75673731116842,2.07192467644651,3,Human
4,198.6123695257812,1.3391271314837,0,Human
27,128.310886142052,5.77631919137276,0,Bot
3,142.8286306327086,4.87499122304004,3,Human
35,10.231049456360399,3.0835432578573,1,Bot
3,28.8941334684684,3.25888787167143,0,Human
33,18.4130233480302,1.60545695252367,1,Bot
30,95.695531986975,4.02646541774799,1,Bot
7,16.9730653417074,1.88200893551366,2,Human
3,371.49274058399163,1.16047324580975,2,Human
4,519.3939743497061,5.28271529768286,2,Human
24,113.23328701678979,4.6453690760235,1,Bot
7,70.4411618310252,3.88018613739474,1,Human
7,40.3618614637614,3.06858011850049,1,Human
25,45.7093853754852,0.97547340881264,0,Bot
6,11.223174017628,2.17953905429903,3,Human
5,147.9703009185966,4.02780133890385,2,Human
8,66.0950327794956,2.27052619583938,5,Human
36,63.85037317804021,1.68958112687128,0,Bot
5,99.9701890584462,2.89237917766924,1,Human
1,41.4369487951044,2.28097110428233,2,Human
4,485.20198163814007,2.40357035665666,5,Human
24,67.3820419702308,3.05744991187267,1,Bot
35,261.56436973206604,3.01061346806342,0,Bot
3,92.0143529431578,4.47407383981708,2,Human
29,136.8175616005812,1.83680844186983,2,Bot
27,295.9397055135558,5.56964521383509,2,Bot
28,37.735822335150004,3.99339205775236,0,Bot
1,492.7007581065378,5.90739849733148,0,Human
4,38.9615475195432,5.92525085629337,0,Human
5,9.260083640514,1.63552833492219,1,Human
1,293.10767685331376,1.9040839024839,3,Human
5,312.5457954832512,2.90795299188165,2,Human
7,12.7439841546114,2.61745485258855,2,Human
26,145.5348975063576,2.05334722489282,1,Bot
4,606.680415219453,4.38402809509042,2,Human
4,628.3972980943435,3.10018258997701,3,Human
5,25.1063520805212,6.5827636874388,1,Human
4,109.61996400189,3.93178448085612,1,Human
6,143.2199547998496,7.80593283700377,1,Human
22,278.44345116484436,2.35136969337653,0,Bot
37,72.2211897962316,1.65144355206693,2,Bot
27,34.880948689753794,5.19236171402262,0,Bot
7,62.2407734618982,4.08609424934868,0,Human
6,305.772016451109,5.18520465332636,3,Human
40,44.755283490413994,3.0912594714431,1,Bot
25,106.0032124879926,4.59083199306485,1,Bot
29,92.84527032047039,11.12293101062071,1,Bot
6,680.1479871637199,2.62883558323811,3,Human
35,19.7997151500366,2.73559677089524,2,Bot
3,11.9427618382284,1.41034746539748,3,Human
5,93.24701330772061,8.50516028344626,2,Human
7,53.5535316768744,2.79156234241678,2,Human
26,27.6333622747086,2.55557813985773,1,Bot
3,10.763855218173,3.31065958657663,6,Human
30,82.4511015504948,3.36680001068005,0,Bot
4,48.206197672146,3.74586875525382,2,Human
7,353.07961976130656,9.217138901359,3,Human
3,643.8699474196446,2.15246289289756,0,Human
6,259.379259690303,2.43821166352111,5,Human
4,336.7226171381448,5.58632174320204,3,Human
2,29.4095441211282,7.44749156812456,1,Human
26,446.8923371320914,2.62307413707498,0,Bot
39,173.6832881198208,3.01021712571463,2,Bot
3,8.448570460008,2.19734654824361,3,Human
9,131.5182691957224,5.95880888520623,2,Human
34,93.1865629378314,4.51568601972716,0,Bot
26,238.3553115854256,2.84909503478369,1,Bot
5,574.0812332131338,5.22137264699995,1,Human
4,72.03648460029541,9.04986824707823,0,Human
5,368.8675469853468,0.89533119569355,4,Human
25,62.688681894551394,14.40372070499194,1,Bot
26,36.158201586082804,3.53443003215085,3,Bot
2,161.564484173847,4.98640665678051,1,Human
3,583.2895163943167,2.23754830167461,1,Human
10,40.3851301395246,0.7367129683312,7,Human
26,171.750368019315,1.41956098898096,2,Bot
3,44.091247193975406,5.21866899447552,1,Human
1,225.3939263016972,4.43643152209479,0,Human
11,110.50340261472181,0.7086577693419,0,Human
17,126.7436917103148,2.18764019007032,0,Bot
6,16.0621798434186,5.05185356551736,2,Human
1,42.7768009475664,11.30861597849116,2,Human
33,229.479303793689,6.2930382952531,2,Bot
3,139.5822058455168,3.63183926083227,4,Human
26,86.2164506320842,1.1719278128173,2,Bot
37,76.7512579880652,2.74621941351858,0,Bot
7,359.061205214076,2.25578229312144,2,Human
27,142.1594842115568,3.95413654488847,2,Bot
3,471.7694299594098,2.18272927709274,5,Human
10,374.773981379331,1.7562335867228,0,Human
8,492.455446829253,3.8981924823499,1,Human
5,107.26912752829381,9.22740919860473,2,Human
3,11.046867268590601,4.22522503018928,2,Human
31,221.0003814041172,5.02237325265015,0,Bot
19,42.787127474961,3.19116526409462,1,Bot
27,120.805742139993,2.71046977877659,0,Bot
9,19.1803201550586,2.45875180575972,2,Human
27,277.155417554445,5.64893035253754,1,Bot
4,34.1742371881536,8.3084885781316,2,Human
6,53.6500395864864,4.77024517570621,5,Human
3,220.0473558793998,4.51762022618754,1,Human
34,48.0958332566058,4.76237911968388,1,Bot
6,154.5413464247292,2.13296038294336,0,Human
5,198.96032761597678,2.15917379242047,0,Human
40,84.9267004525614,9.15465379775155,0,Bot
7,214.4870367193404,2.38278329729388,3,Human
1,52.4270353073604,0.55603314121138,1,Human
8,251.85164024676118,1.69984119111169,1,Human
4,96.5298590151978,1.43684894577311,2,Human
3,53.9288134502412,6.16504945528294,3,Human
1,118.0765559395896,12.52111790408755,3,Human
28,48.8680324906362,3.85146980824332,0,Bot
31,141.5627851656426,3.40580769304686,2,Bot
31,168.8001864987666,2.36125571619253,0,Bot
6,91.8401896866672,9.69535459254799,6,Human
29,98.563543233702,3.94419424921569,0,Bot
5,192.51124364725501,4.47690427799806,2,Human
8,17.6127691767756,0.76044646082565,2,Human
34,20.932640458695,5.24519120875953,1,Bot
8,456.6361362647244,3.6767736234354,0,Human
24,12.8328553670322,1.87509765008892,1,Bot
3,150.7315747938456,0.23061650849931,3,Human
26,373.5358470005046,2.01859621784458,2,Bot
25,94.1100360740862,1.60922645442175,1,Bot
31,100.44661271118599,2.91877873793477,0,Bot
6,68.1632755274694,2.23687957841832,1,Human
8,268.36014385336745,3.32845171950416,3,Human
26,258.7135836184842,3.23746211389371,2,Bot
9,276.2714526931704,3.81982891607501,2,Human
4,346.3659064645932,2.82430290850672,1,Human
4,902.9827980386016,2.87387068293147,1,Human
37,43.877859970438195,2.50789112979921,1,Bot
4,2.2810628852436,1.30624447187789,3,Human
4,98.9888489282898,12.39653765570166,1,Human
6,89.78670240221041,2.44780747597871,4,Human
2,418.4587016123784,4.25892919112086,2,Human
6,443.4613611962082,15.11562813900987,0,Human
28,47.0467250980974,5.26630870092196,0,Bot
37,110.53330893805321,6.58715902275058,0,Bot
5,256.081682602296,6.24758149941109,2,Human
3,10.095000936798,6.40884225469524,3,Human
29,128.38729207391341,4.61082238278313,1,Bot
29,4.4196441661865995,3.25760645445983,1,Bot
4,67.68206964225901,1.79717437878903,1,Human
5,95.0769179346876,3.13455574944211,3,Human
6,23.4370766258352,6.87437440954804,2,Human
4,13.1661664087308,3.13518586575369,3,Human
5,325.3641479947998,3.2172057290071,0,Human
5,243.62679101300282,7.4584776568521,5,Human
7,249.543914378043,3.18700331686281,3,Human
9,55.7203167944394,1.93511415514116,4,Human
8,134.8726513163064,5.64988360189206,3,Human
28,193.17513826821002,3.56265562710868,2,Bot
2,504.86329049287315,1.49085181683396,0,Human
6,89.47413162366959,2.05062564999468,3,Human
2,53.4984426971796,8.2718834733707,6,Human
34,221.418130448814,4.24334445395299,3,Bot
34,23.9571665706192,4.49972563648704,1,Bot
8,455.510420876895,2.42355210903498,4,Human
32,8.6341632877956,5.0438424494666,1,Bot
30,581.7915918432283,1.59764377957249,2,Bot
25,131.2033527451308,2.97124809575217,0,Bot
5,116.9734809738564,2.11927147225488,1,Human
25,12.4295389433208,1.41491879080105,1,Bot
6,340.78965229743,4.99926926299647,1,Human
5,234.25622210834098,0.83135381579202,7,Human
4,156.7446094543554,7.55204342741896,3,Human
31,71.69346357513359,6.10076266812184,3,Bot
5,185.49359095943763,7.59440514634,1,Human
9,205.21823215599122,4.97314164351147,0,Human
27,376.51593431523895,2.47204801703413,1,Bot
1,357.83479337839617,1.7227906750675,3,Human
33,88.9116093242562,5.53115541700518,0,Bot
8,80.115566559243,1.28693845387114,1,Human
39,243.8199491241492,3.43211180836732,1,Bot
4,52.2871573531506,2.04601128191842,1,Human
31,123.9066760276452,4.18528337909888,2,Bot
21,314.1322999468464,4.79415447221198,0,Bot
8,92.1585189944862,2.39042583284127,3,Human
7,110.9355861032454,4.97884965962331,1,Human
3,551.492695593327,1.41946475461891,3,Human
8,206.1117255642576,0.67267226201249,4,Human
33,331.0057446482358,3.75268187700424,0,Bot
3,184.4578291692942,4.61783193214629,1,Human
9,39.2320947415218,4.56361880386582,2,Human
7,242.07072421284118,1.1898351192514,2,Human
6,21.5041493219538,0.82814531586593,3,Human
1,136.3429697572032,0.32932740865323,1,Human
34,42.5827188095874,4.63293381541876,1,Bot
5,228.3570226020594,7.75413765835826,3,Human
5,290.3234275031352,1.06316862468596,2,Human
4,13.503007047126601,2.24511116652179,2,Human
24,95.18060194547161,2.10519669634463,1,Bot
3,133.728913928835,2.89089468211446,2,Human
2,249.1924656393582,3.54980834367921,4,Human
29,8.8288294195356,2.7193122442422,0,Bot
6,140.4186600699852,0.22558321518146,2,Human
7,185.3044655487138,5.31323148373807,4,Human
2,112.2972056362578,1.5593810493572,0,Human
4,348.9487610514678,0.15728794255994,3,Human
3,40.4915921929836,3.78541992991892,2,Human
30,252.95629211500082,3.8929744395392,1,Bot
2,265.9636229884884,2.33807662641719,0,Human
5,254.65368155413142,0.66897869833165,1,Human
3,55.5504768957576,4.46889258310325,1,Human
25,72.24731663220541,1.21779573569542,2,Bot
31,427.0798679077908,2.63932291433375,0,Bot
19,151.117406957772,5.92358349927969,0,Bot
26,50.9760511455726,4.91494000474792,4,Bot
10,294.9624904090578,11.27044857717893,2,Human
4,169.7864361698484,3.64437136462604,2,Human
5,51.9758683762002,9.44717749120915,1,Human
33,76.477181285271,2.15910765087576,1,Bot
4,126.61800103938302,0.93427268044854,2,Human
4,44.1434451067992,2.49812898123448,3,Human
5,73.22200632397019,1.43493530064142,0,Human
3,207.4818240249414,4.88048611472382,2,Human
2,680.48228343804,2.45841980486078,1,Human
4,12.4101196366914,5.69448136332731,2,Human
4,402.5202694325568,2.24540943807394,2,Human
28,3.7358539828343997,3.02840809460155,0,Bot
5,132.64850888228762,0.74511924314034,2,Human
4,104.80502903336519,1.20919208689596,2,Human
29,178.402550960007,7.21635615494183,1,Bot
10,99.84791949810361,3.91289549165701,2,Human
22,158.371634237661,2.19017312194772,2,Bot
35,7.715583603255,1.35746722996975,0,Bot
6,153.2688391735836,1.75181098307765,1,Human
1,60.3348441124578,0.43194181858125,1,Human
37,114.2095036933044,1.68913281680325,0,Bot
6,210.8078249488392,9.27914382210446,2,Human
4,85.12546416539699,2.35345072972942,3,Human
3,148.4455959424878,2.25174335346598,2,Human
20,15.529210686852,7.36116322129423,0,Bot
6,28.2591093325404,8.16684513504776,2,Human
30,616.7396009648767,1.91229085015858,1,Bot
5,52.9285226707224,2.00950027989577,0,Human
6,93.161675773518,1.84489019206696,1,Human
5,194.9501567296452,1.8908188833044,7,Human
2,812.9974702149606,2.80017643985272,4,Human
32,174.0425638760862,2.21595149096938,0,Bot
35,155.86835745814682,3.46313542620214,1,Bot
2,547.7135235814818,0.84654030521335,1,Human
3,14.517451344301799,2.63899303169837,2,Human
5,233.85086917835042,2.43918185288116,2,Human
4,150.41005709888762,0.85924299468657,2,Human
40,39.2998967254494,4.58458411027159,2,Bot
8,43.904083645120195,6.7170512288057,5,Human
32,101.7720404477904,2.5865076267508,0,Bot
27,237.672785200374,8.52822840073915,1,Bot
2,118.73199635962321,0.90800142084321,3,Human
5,157.061564897985,2.30953055383472,0,Human
35,7.1908680124578,1.85966079024798,1,Bot
35,106.34067390380879,6.31062907388602,1,Bot
5,70.2655879446696,0.22717621811463,5,Human
22,360.7692157478334,3.40482964559317,0,Bot
31,86.7875842921344,5.26965479747233,1,Bot
4,11.8903889403324,0.88759264362483,0,Human
2,110.7265177923084,4.84505691536742,1,Human
27,9.9300824817354,2.78632111587488,1,Bot
5,50.2185522746856,1.19743527996465,1,Human
28,43.4794334281452,2.29146502190513,2,Bot
37,6.4044582814812,2.7691651666269,1,Bot
3,54.680101955297395,3.1206829555285,2,Human
2,174.69895194408662,0.96355967608937,0,Human
32,47.198904526671,6.02823457392939,3,Bot
6,55.070117782431,2.98097988080716,1,Human
2,27.5313058249878,1.24304707030713,2,Human
3,72.0086525838018,0.48740332911731,3,Human
24,24.9037192986324,2.40389485477937,0,Bot
4,34.486640674425,2.62425996836527,3,Human
6,43.0287033206904,2.16884791115691,1,Human
5,205.02667676946422,2.08235095010977,0,Human
8,112.1781363090276,8.0237804292739,2,Human
32,314.3681631245052,3.03388881852158,1,Bot
37,98.451053005665,3.12841223484429,1,Bot
35,11.7123010787826,3.4361784703337,1,Bot
28,7.2402031290072,3.97854132799522,1,Bot
22,12.049442074935001,4.6450720294525,2,Bot
21,35.2714848298776,2.33152456457567,1,Bot
5,327.1434140338428,4.54731004278125,2,Human
10,7.233650858575199,6.0334908652649,3,Human
31,175.9989991404228,1.12025952791025,2,Bot
24,19.3453930002144,3.10584076710173,0,Bot
2,275.7762750092784,3.22595097923454,2,Human
4,10.173797556464999,3.04112656491331,2,Human
5,121.60516570262939,5.72596978273484,1,Human
6,79.87315956166441,1.30367606279464,1,Human
3,206.6482358166414,3.06673251654212,2,Human
3,61.3663833092574,9.18161039758885,2,Human
6,492.21853410604433,3.38041838668731,1,Human
34,154.6299318808248,2.27810478789816,0,Bot
5,118.1767035514932,3.68159715267265,2,Human
9,209.425578306678,8.50180888783916,2,Human
5,95.21112799993381,9.16624746603935,0,Human
1,312.5019658114416,2.18716943485436,2,Human
20,273.969841207977,1.99385105694214,2,Bot
2,143.393978065353,4.23789787031285,2,Human
8,33.5139252989592,2.19443819207684,1,Human
3,25.8048746750082,4.48963236315173,2,Human
0,97.38679672435799,3.40147031826015,2,Human
29,139.1285836829862,1.66664893691046,1,Bot
28,168.9121722186888,2.25198354231401,1,Bot
33,220.4382084573366,5.23285216341741,0,Bot
4,1137.3824041504513,4.05132481059193,2,Human
3,368.47879067913004,5.08388561940643,2,Human
4,58.8959545290048,2.71218256005787,0,Human
23,441.6767973468114,3.26395491647329,0,Bot
32,21.750189314617803,2.69151373862738,2,Bot
32,57.740298699519,4.67598577560722,0,Bot
3,602.8325584352376,9.8204903994484,2,Human
6,138.0328999033404,1.45115799826769,3,Human
4,329.1582728467704,2.87026826695793,2,Human
6,301.91220686664417,7.62724936978874,2,Human
2,165.9043894877232,3.86878363945615,2,Human
4,66.7321206221856,6.74227826726857,0,Human
28,20.766531691248,7.08727726263806,1,Bot
28,201.1884481782198,2.14046511993352,1,Bot
3,464.88548061175624,3.36981179437197,2,Human
25,149.3812178082342,1.96363102739664,1,Bot
5,11.2849396920798,2.01798675579221,3,Human
29,84.66083697327599,1.51744088302417,1,Bot
32,96.953320223541,1.19186386814987,1,Bot
6,17.9650041227904,1.38069848679316,4,Human
5,112.194630690267,3.33588410868541,5,Human
4,132.3480274373988,1.67154572280331,0,Human
33,11.8327672466142,3.84572407139731,0,Bot
5,31.537014656782798,0.99063442132148,1,Human
4,148.712680833213,3.65691554975585,0,Human
30,178.8034270009104,3.84773180532565,0,Bot
22,54.772147515502205,2.47033325384432,1,Bot
22,362.9040624149676,2.11966005227076,1,Bot
4,37.2964636494438,10.70188101419384,2,Human
6,84.1007269715454,2.99850504403496,4,Human
35,51.602853210349195,3.81887635816956,0,Bot
6,323.51541382821597,3.58458376788732,0,Human
6,78.968073400389,3.14384835524782,2,Human
37,132.1518603846444,2.36434694801706,0,Bot
33,122.8739045276994,3.71194460564591,3,Bot
6,143.72675172522,10.21244596582641,2,Human
24,53.9024112851388,2.06539835417184,0,Bot
1,84.74391576124559,4.99592466797241,1,Human
6,20.553021685308,4.12304974848239,0,Human
5,48.369500555692795,2.71876873866658,3,Human
3,71.5771678001202,3.14357726543307,1,Human
3,286.4397061943172,8.31431001861904,2,Human
4,205.7589419419446,8.47817448699895,0,Human
30,673.0495476850866,2.28250208366665,0,Bot
30,5.2960135341102,2.49421417343278,1,Bot
3,86.63817294027241,3.11010655976091,2,Human
4,47.5064043765462,2.06340540306363,1,Human
3,29.421376067628,3.08914979604404,0,Human
31,122.922613744335,2.5566262724952,1,Bot
7,3.8917625339724,1.6912942887204,2,Human
6,104.2042820535732,3.07219681394672,3,Human
28,256.872652841073,5.67488222193172,0,Bot
7,139.7549243364282,9.28364265300609,2,Human
4,196.5171668145282,0.62711818464629,1,Human
3,1195.9602986672496,0.1883091063595,2,Human
21,127.41855117960361,1.95993061388743,1,Bot
4,250.8528115920948,3.73958071174108,3,Human
24,38.8929488502168,4.8712028039573,1,Bot
6,348.3335242050906,3.92379441025973,2,Human
20,59.493919807824604,5.56600549068092,1,Bot
5,217.836043929774,6.4357196797195,1,Human
